201208431,10.00811217,1.37034077689,5.26,0.514671458775,4.38
201257461,50.27077662,1.8895389849,18.12,0.589404088951,28.52
201295312,5.654138766,0.304116327595,1.38,0.043751650433,3.3
201338508,10.93606326,1.45138826783,4.32,0.625431458537,1.82
201338508,5.73391835,1.20339720321,4.34,0.328004128454,1.94
201367065,10.05320933,1.37658043225,3.16,0.146475699691,2.06
201367065,24.64519424,0.799277365854,2.02,0.666904343247,13.22
201384232,30.93830933,0.686396752784,17.28,0.44343805529,0.04
201393098,28.66570872,0.65235490919,14.44,0.51990213829,21.4
201403446,19.14524674,0.304407088677,5.14,0.183538472859,16.12
201445392,10.35392108,1.41507134926,3.34,0.258034303754,1.9
201445392,5.065162151,0.899369253093,2.8,0.180863360558,3.36
201465501,18.45514506,3.08483676141,12.4,0.678034739764,2.58
201505350,11.89936206,4.55153766599,7.02,2.68751589214,3.06
201505350,7.919698853,6.45946159073,3.12,0.700731132614,7.1
201546283,6.771650734,2.48933984702,2.58,0.147299085744,4.96
201549860,5.60783028,0.831814597003,1.84,0.177241729169,0.84
201555883,5.798730269,3.56802475096,3.04,0.936727301507,4.12
201565013,8.638931231,20.4569174983,1.16,1.68515606558,3.42
201569483,5.798027789,70.0735724637,3.04,2.05541341291,0.18
201577035,19.30611531,1.5199748149,9.32,0.135282312507,2.8
201596316,39.83111011,0.754205272446,19.6,0.452443255404,37.52
201613023,8.2828896,0.419409804688,5.1,0.0835543458842,3.04
201617985,7.283081145,1.10799981799,2.36,0.267403686168,5.38
201629650,40.01019529,0.613896654779,2.24,0.428188173144,5.22
201635569,8.367031522,10.7210169689,1.2,0.788146478415,3.48
201649426,27.76702554,86.192410688,11.08,3.10007051355,17.78
201702477,40.73182722,5.67622775342,1.28,0.701199858176,0.08
201736247,11.80763807,1.23531300209,1.58,0.422805577571,0.28
201754305,19.07852179,1.02237824997,18.26,0.648004910342,9.02
201754305,7.618978953,0.858721996798,1.42,0.378341366767,3.06
201779067,27.23809536,29.0322993721,10.0,1.97395333342,14.68
201828749,33.51189143,0.714135234534,2.82,0.391436989739,1.16
201855371,17.9675577,1.06062325989,7.66,0.617631842835,3.44
201912552,32.93200833,2.96150566092,25.92,0.474781856132,7.74
201929294,5.006655516,10.5596085278,2.34,3.11660660189,3.92
